timestamp,gc,paxg,gc_spread,eur_tv,eur_usdt,eur_spread
2025-10-17 04:53:36,4373.1,4414.0,0.0093526331435365,1.17108,1.1704,0.0005806605868085
2025-10-17 06:34:07,4372.1,4401.84,0.0068022231879416705,1.17143,1.1709,0.0004524384726359402
