timestamp,price,bid1_price,bid1_qty,ask1_price,ask1_qty,mid
2025-10-17 04:53:33,0.9993,0.9993,1033649.0,0.9994,3034958.0,0.99935
2025-10-17 04:59:24,0.9993,0.9993,956845.0,0.9994,3285180.0,0.99935
2025-10-17 06:34:03,0.9993,0.9992,2843578.0,0.9993,282363.0,0.99925
2025-10-17 06:52:40,0.9993,0.9993,238117.0,0.9994,19064866.0,0.99935
