timestamp,price,bid1_price,bid1_qty,ask1_price,ask1_qty,mid
2025-10-17 04:53:31,0.9997,0.9997,7984643.0,0.9998,65866762.0,0.99975
2025-10-17 04:59:23,0.9997,0.9997,4320484.0,0.9998,65696181.0,0.99975
2025-10-17 06:34:01,0.9997,0.9997,109661095.0,0.9998,69973230.0,0.99975
2025-10-17 06:52:39,0.9998,0.9998,66157101.0,0.9999,14632238.0,0.99985
2025-10-17 07:03:16,0.9999,0.9998,96497267.0,0.9999,27666882.0,0.99985
2025-10-17 07:12:17,1.0,0.9999,60296925.0,1.0,27714471.0,0.99995
